frame_00_01_0001.png	palm
frame_00_01_0002.png	palm
frame_00_01_0003.png	palm
frame_00_01_0004.png	palm
frame_00_01_0005.png	palm
frame_00_01_0006.png	palm
frame_00_01_0007.png	palm
frame_00_01_0008.png	palm
frame_00_01_0009.png	palm
frame_00_01_0010.png	palm
frame_00_01_0011.png	palm
frame_00_01_0012.png	palm
frame_00_01_0013.png	palm
frame_00_01_0014.png	palm
frame_00_01_0015.png	palm
frame_00_01_0016.png	palm
frame_00_01_0017.png	palm
frame_00_01_0018.png	palm
frame_00_01_0019.png	palm
frame_00_01_0020.png	palm
frame_00_01_0021.png	palm
frame_00_01_0022.png	palm
frame_00_01_0023.png	palm
frame_00_01_0024.png	palm
frame_00_01_0025.png	palm
frame_00_01_0026.png	palm
frame_00_01_0027.png	palm
frame_00_01_0028.png	palm
frame_00_01_0029.png	palm
frame_00_01_0030.png	palm
frame_00_01_0031.png	palm
frame_00_01_0032.png	palm
frame_00_01_0033.png	palm
frame_00_01_0034.png	palm
frame_00_01_0035.png	palm
frame_00_01_0036.png	palm
frame_00_01_0037.png	palm
frame_00_01_0038.png	palm
frame_00_01_0039.png	palm
frame_00_01_0040.png	palm
frame_00_01_0041.png	palm
frame_00_01_0042.png	palm
frame_00_01_0043.png	palm
frame_00_01_0044.png	palm
frame_00_01_0045.png	palm
frame_00_01_0046.png	palm
frame_00_01_0047.png	palm
frame_00_01_0048.png	palm
frame_00_01_0049.png	palm
frame_00_01_0050.png	palm
frame_00_01_0051.png	palm
frame_00_01_0052.png	palm
frame_00_01_0053.png	palm
frame_00_01_0054.png	palm
frame_00_01_0055.png	palm
frame_00_01_0056.png	palm
frame_00_01_0057.png	palm
frame_00_01_0058.png	palm
frame_00_01_0059.png	palm
frame_00_01_0060.png	palm
frame_00_01_0061.png	palm
frame_00_01_0062.png	palm
frame_00_01_0063.png	palm
frame_00_01_0064.png	palm
frame_00_01_0065.png	palm
frame_00_01_0066.png	palm
frame_00_01_0067.png	palm
frame_00_01_0068.png	palm
frame_00_01_0069.png	palm
frame_00_01_0070.png	palm
